word	count
თურქეთი	2030
სამხრეთიდან	2029
კლუბ	2029
თეატრში	2027
ესპანური	2027
კატეგორიის	2026
დაბრუნება	2023
კონსტიტუციის	2020
გაერთიანება	2019
მრავალრიცხოვან	2018
იმას	2017
პარტიული	2016
სტრუქტურა	2015
სამეფოში	2012
ფინალი	2010
მეექვსე	2009
იურიდიული	2008
დროებითი	2007
მოიპოვეს	2007
მეცნიერება	2006
გარედან	2005
მეგობარი	2004
აჯანყების	2004
კონტინენტის	2003
დასაწყისი	2003
მონაწილეობით	2002
ობიექტი	2001
წლიური	1999
როლის	1998
ადამიანების	1997
სახეობის	1996
გამოუშვა	1995
ვებ	1993
სხვები	1993
გარდაცვალება	1992
სართულის	1991
გამოყენებულია	1991
პერსონაჟები	1990
ავტორია	1988
ავსტრიელი	1988
განაგრძო	1988
დამახასიათებელია	1986
შავ	1985
მოქმედება	1983
სოფ	1980
ღირსშესანიშნაობები	1979
ტერიტორიების	1977
გვიან	1977
ნაგებობები	1975
სამშვიდობო	1975
რიგით	1970
უცხო	1970
ტელესერიალები	1970
მწვრთნელები	1968
სოციალ	1967
ოთარ	1966
დაცვა	1965
ლაურეატი	1964
აღმოსავლეთიდან	1962
საინტერესო	1961
ვენის	1961
მოღვაწეები	1960
პერსონაჟი	1957
დროისთვის	1956
ამერიკა	1956
შეერთებულ	1956
დახმარება	1953
რჩება	1952
კედელი	1951
იძლევა	1951
ხუან	1950
თავდაპირველი	1950
ცოცხალი	1948
მშრალი	1948
ტაძარში	1947
დაარსების	1947
დარბაზის	1946
სენ	1946
უწოდა	1945
დაწყებული	1942
იდეა	1938
ბავშვთა	1936
განყოფილება	1935
ესტონეთის	1934
ხელშეკრულებები	1933
ვარსკვლავი	1933
წყალობით	1933
სტილის	1933
შტატებში	1932
სომხეთი	1931
ხდებოდა	1931
ზაფხულში	1931
ჩინეთში	1930
ზუსტად	1929
ცხოვრობდნენ	1927
გამოდის	1926
ზოგადად	1925
აზერბაიჯანი	1924
ფეხბურთი	1923
მცენარეთა	1923
რესპუბლიკური	1923
რეგიონები	1920
კრის	1919
სადგურია	1919
რედაქტორი	1917
პატრიარქი	1917
თურქული	1915
იაპონია	1914
მომდინარეობს	1914
წავიდა	1913
დაკრძალულია	1913
ჯგუფში	1913
იღებდა	1913
ანტიკური	1913
კონსტიტუცია	1912
მართვის	1911
ფრანსუა	1909
ცხოვრობენ	1907
ტურნირის	1907
მარტინ	1906
ახლანდელი	1904
მსახურობდა	1903
დიპლომატიური	1898
კულტურულ	1897
ცალკეული	1894
ციფრული	1893
დონე	1891
მიწა	1889
მწერი	1889
შეუძლიათ	1889
ნახევარი	1888
შედგებოდა	1888
კუნძულებზე	1887
აჭარის	1887
სამსახური	1886
ჩრდილოეთიდან	1884
გამარჯვების	1884
ფილიპინების	1884
მაკედონიის	1882
ანგარიში	1879
იორკი	1878
კუბის	1878
გამოსახულია	1877
აზრი	1877
მასა	1877
ხატი	1876
რუსეთ	1874
თავიანთ	1874
იარაღის	1874
დოკუმენტური	1873
სახელს	1872
დამთავრების	1872
კარლოს	1871
ფერი	1869
ჯ	1867
მეფეს	1866
პრობლემა	1865
ნაშრომი	1862
სერგეი	1861
დამატებით	1861
მიმდებარე	1861
მოდელი	1859
ზელანდიის	1858
მერე	1857
პოლონეთი	1857
ითვლებოდა	1856
ლუიზა	1854
არქიტექტურის	1853
ბაქოში	1852
სატრანსპორტო	1852
ანგარიშით	1852
ღამის	1851
გადახურული	1851
ატარებდა	1850
სიახლოვეს	1850
კარზე	1850
დააპატიმრეს	1849
დარჩენილი	1849
გადასცა	1847
ლონდონი	1846
თემა	1846
ლურჯი	1845
გამოიყენა	1845
ინდოეთში	1843
საინფორმაციო	1843
ქსე	1843
ხელშეკრულების	1843
ღირსების	1840
მიხედვითაც	1839
ათ	1838
ჩაწერა	1837
პარიზი	1837
ცდილობს	1836
ყოველწლიურად	1836
კვირის	1836
რატომ	1834
სულთანი	1832
იწყებს	1832
გახსნა	1831
დროებით	1829
პოზიციაზე	1827
კალთაზე	1827
გუნდმა	1824
ნომერი	1824
შენ	1823
ამიერკავკასიის	1823
სახელის	1823
ყვითელი	1822
გეგმით	1822
ნახევრად	1820
მოლუსკების	1817
არჩეული	1816
შენაკადი	1813
მუსიკოსი	1811
ისლამური	1811
დაარსებულები	1810
ათი	1808
წერა	1805
ბმულები	1805
სიმბოლო	1804
გურიის	1804
ტურიზმი	1802
საკლუბო	1800
ნავარის	1800
ერთმანეთთან	1799
ამბავი	1798
კოსმოსური	1798
სისტემაში	1797
აუზის	1795
წლებიდან	1794
საზოგადოებაში	1794
კომპილაციური	1793
თურქეთში	1793
ამან	1791
მუცელფეხიანები	1791
რევოლუციური	1791
თვეში	1790
კონფლიქტი	1789
შინაგან	1788
სენტ	1787
ჰარი	1787
მოედანი	1787
პირდაპირი	1786
ყველას	1786
ბას	1786
კატეგორიები	1784
წყაროები	1784
გვარის	1782
დაცულია	1782
სამრეწველო	1781
შეიძინა	1781
სტილით	1780
წერს	1780
მხარი	1778
ინგლ	1776
ადამიანთა	1776
როლში	1775
რომანის	1775
განთავსებული	1773
ფინალისტი	1773
ტონი	1771
ლიტერატურაში	1771
იასპარეზა	1770
შეთანხმება	1769
მნიშვნელოვანია	1768
მოედანზე	1766
ცნობები	1765
თელავის	1764
პროცესში	1764
მიწერა	1763
აზერბაიჯანული	1763
ყარაბაღის	1763
მუცელფეხიანთა	1763
ნაწილია	1763
გარემოს	1763
სამსახურის	1763
ბირთვული	1762
მკვეთრად	1761
კანდიდატი	1761
სასაფლაოზე	1761
თამაშობს	1760
მეფემ	1760
პედაგოგი	1759
ხალხს	1756
ჩნდება	1755
ავსტრალიაში	1755
ადგილებში	1754
კავკასიონის	1754
ცხელი	1754
მეურნეობა	1753
რეიტინგი	1753
ენების	1753
ფაქტობრივად	1753
ახასიათებს	1753
განსხვავდება	1752
შენობაში	1751
წყაროებში	1750
ეპისკოპოსი	1748
ჯარი	1747
ეკავა	1747
გერმანულ	1746
ანტონ	1746
მამამისი	1746
ძმის	1745
მარტივი	1745
ტახტი	1745
როჯერ	1743
შემსრულებლები	1742
ცვლილება	1741
რას	1739
ავტონომიურ	1737
ქართლი	1736
ნატეხი	1735
ალტერნატიული	1734
გამოჩენილი	1733
კრების	1733
გავლენას	1732
ოქტომბრის	1731
სამყარო	1731
ხაშურის	1730
არაფერი	1729
პინკ	1728
სამუშაოები	1728
ჰალიქტიდების	1726
ებრაული	1725
სერიალი	1725
ფაკულტეტზე	1724
რელიგიის	1722
სწავლის	1722
კომიტეტი	1721
იდგა	1718
ხანი	1717
ტიპი	1717
მეტრის	1716
თიხის	1715
ნაგები	1713
დეპარტამენტში	1712
ნებისმიერ	1711
სამყაროში	1711
ქმრის	1711
ეკუთვნოდა	1710
ზღვაში	1710
განხორციელდა	1710
კვ	1708
ჩაწერილი	1708
სერიალის	1707
ჩანაწერი	1706
თქვენ	1705
დასახლების	1704
ნაწარმოები	1703
ალბათ	1703
ინჟინერი	1702
მარიამ	1702
არქიტექტორი	1701
ახ	1700
სწრაფი	1699
ჯანმრთელობის	1698
ქრისტიანი	1697
გამოწვეული	1697
კილომეტრზე	1697
მატჩის	1695
ფერდინანდ	1694
მეტროპოლიტენის	1693
ვინ	1692
კავკასიაში	1690
მედიცინის	1690
შესრულება	1690
ად	1689
იარაღი	1688
ფინეთის	1688
თეიმურაზ	1687
სტატიაში	1685
ხანაში	1685
რუმინეთის	1684
კომპიუტერული	1682
საკათედრო	1681
მართლმადიდებლური	1681
ეპიზოდი	1680
იდან	1680
ჩინეთი	1680
ენ	1678
ენებზე	1678
თვე	1678
საჭიროა	1676
საავტომობილო	1675
ბერლინის	1675
რომანისტები	1674
გაერთიანებულ	1674
წყაროს	1673
თეატრალური	1673
ბერძენი	1673
გუნდში	1673
საზღვარი	1672
პეტერბურგში	1672
განვითარებას	1671
სიმაღლის	1671
უმთავრესად	1671
პორტრეტი	1667
მოყოლებული	1666
ინახება	1666
პირველმა	1665
ლედი	1665
კატეგორიაში	1664
აღნიშნა	1664
ამერიკულ	1664
სპარსეთის	1664
სიყვარული	1663
გავლენის	1661
კვალი	1659
აფსიდის	1658
ვალენსიის	1658
კონფლიქტის	1657
დაუბრუნდა	1657
პრობლემები	1657
ურთიერთობის	1656
მითოლოგია	1655
ნაკრებში	1655
ბიბლიოგრაფია	1655
გარკვეულ	1655
იოჰან	1655
აძლევს	1654
ოპერაცია	1653
აღწერით	1652
სართული	1651
მილიონ	1651
უდიდეს	1650
ცნობით	1649
ფრანგულ	1649
უშუალოდ	1648
ბაგრატ	1647
მიწისქვეშა	1647
ქართველები	1647
წყვილი	1646
იბრძოდა	1644
ვითარდება	1643
წარმოშობით	1642
რაღაც	1640
გუნდს	1639
წარმოიშვა	1639
მხარდაჭერა	1639
წლიანი	1636
ვადით	1636
დაფარული	1635
ცვლილებები	1635
ცხრა	1634
ომების	1634
გადაღებული	1634
შეფასება	1631
პრემიერა	1631
საკითხები	1630
არქივი	1630
ჩეხეთის	1630
თითოეულ	1629
ფედერაცია	1629
საშინაო	1629
სანაპიროს	1629
ძალაუფლება	1628
ჰა	1628
მაჩვენებელი	1627
ფიზიკის	1626
ჯონი	1626
კონცერტი	1624
კომერციული	1624
ბრაზილია	1623
ჯავახიშვილის	1623
შოტლანდიის	1623
ხასიათის	1623
ინგლისურად	1622
გავრცელების	1622
ბანკის	1621
დროიდან	1617
სამეგრელო	1617
მცველი	1616
ფორმები	1615
გაუქმდა	1615
ძალის	1613
ფონდის	1613
მეჩეთი	1613
მოლდოვაში	1610
თანავარსკვლავედი	1609
მცხეთის	1609
ქედები	1609
საყვარელი	1608
დაიპყრო	1607
ხოლმე	1606
სტილში	1605
მისგან	1604
წევრად	1602
ციხეში	1602
უკრაინა	1602
ჩავიდა	1601
წითელ	1601
კინო	1600
რელიგიურ	1598
თანდათან	1597
ეპოქის	1597
დაკავებული	1595
ტრანსპორტი	1594
წმიდა	1592
გივი	1592
ები	1592
ინდივიდუალური	1591
თუკი	1591
გვერდის	1590
თეორიის	1590
ჯო	1589
კიდეც	1589
ნაკლები	1588
იმპერიაში	1588
აღმოსავლეთში	1588
ხედი	1588
ამავდროულად	1587
საზოგადოებრივ	1586
მოქმედების	1586
სართულზე	1585
დღესდღეობით	1585
პროგრამის	1585
გაცილებით	1584
ყოფილ	1583
ზუსტი	1583
ვიქტორია	1581
მხატვრები	1581
შეუწყო	1581
წარმოადგენენ	1580
ერეკლე	1579
აგურის	1578
აღნიშნულ	1578
ფორმატი	1577
ვენესუელის	1577
დანიშნა	1577
ზრდა	1576
სამინისტრო	1576
ოსკარის	1576
აბუ	1575
დიდების	1575
ალბანეთის	1575
პირის	1575
მუშათა	1574
ირგვლივ	1573
ხორვატიის	1572
პრეზიდენტად	1572
არტისტი	1571
არაბთა	1570
კავშირში	1570
კრისტიან	1569
დახმარების	1569
მანჩესტერ	1569
მედია	1568
თომას	1567
კათედრის	1567
სტატისტიკისა	1566
ყირიმის	1566
ურთიერთობების	1566
ორმაგი	1565
ჩამოაყალიბა	1565
ცხოვრებას	1564
გამორჩეული	1564
არხი	1563
მდგომარეობაში	1561
ბევრად	1561
მეშვიდე	1560
კანადა	1560
ვაჭრობის	1559
ბავშვი	1558
კონტროლის	1558
გრაფი	1557
ადგილები	1556
მდგომარეობის	1556
წარმოიქმნება	1555
მიზნად	1555
ადრინდელი	1554
განხილვის	1554
ხეობა	1553
ნიკო	1552
გზაზე	1551
ტომის	1550
აქვე	1550
პროგრესული	1549
იკავებს	1549
ღმერთი	1548
წერილი	1547
გურამ	1545
ტერიტორიას	1545
იცის	1544
აღინიშნება	1544
დროში	1544
ააგეს	1544
უცნობი	1543
ორდენით	1541
ფილოსოფიის	1541
სინგლის	1541
უკრაინელი	1540
ნავთობის	1540
ტურნე	1539
კვადრატული	1539
დეპუტატები	1538
ცუდი	1538
ზონა	1537
ენერგიის	1536
ხეობის	1536
ფილმებში	1535
ერქვა	1535
ოპერის	1535
დაბრუნების	1535
სხეული	1534
საკურთხევლის	1533
პრიზიორი	1532
დაშლის	1531
მეჰმედ	1531
დაიცვა	1530
პანთეონში	1530
ჯილდოს	1530
ერისთავი	1529
საგანგებო	1529
ანბანის	1529
კარლო	1528
მშობლები	1528
ნიშანი	1527
ჯარების	1526
ქორწინების	1524
ტარდება	1523
დეივიდ	1522
თქმა	1522
ასაკის	1521
იმპერატორმა	1521
გამოსახული	1520
ეკატერინე	1520
ვილჰელმ	1520
გაზეთ	1519
ტომ	1515
ბაქო	1514
ამბობს	1513
ვულკანური	1513
ტვინის	1512
თქვენი	1511
ვრცელი	1510
პოპულარობა	1509
უმეტესად	1508
საკავშირო	1508
ფრანც	1507
მწერალთა	1506
ადვილად	1506
პარკები	1505
გახდნენ	1505
ალან	1505
ფლობს	1505
საქმიანობას	1504
სანაცვლოდ	1504
სარკინიგზო	1504
დაბა	1504
მეტრო	1503
მიუთითებს	1503
სახეობები	1500
აღიარება	1500
ჩვენს	1499
სამკურნალო	1499
ორგანო	1499
ლენინის	1498
შესაძლებლობა	1498
ახალგორის	1497
ცეცხლის	1497
შესწავლა	1497
აკადემიური	1496
თამაშში	1496
იაკობ	1495
მონასტერში	1495
დაახლ	1495
ოსეთის	1495
იყენებდა	1494
მეფედ	1493
მინისტრთა	1493
სიკვდილი	1493
იქორწინა	1493
შექმნეს	1493
მაგალითი	1492
ეყრდნობა	1492
ზრდის	1492
უკანასკნელ	1489
ავღანეთის	1489
მოაწერა	1489
ხელისუფლებამ	1489
ჩამოყალიბებული	1488
ყურადღებას	1486
ხომ	1486
რუს	1486
იმიტომ	1486
თაღი	1485
უჭერდა	1485
წმინდანები	1483
ხიდის	1482
პიერ	1482
ობიექტების	1481
მასალები	1480
რევაზ	1480
სიღრმე	1479
დედოფლები	1478
კონტროლი	1478
სული	1477
პარტიები	1477
ზამთარში	1476
ნახევარმცველი	1476
შეხვედრაში	1475
უწოდეს	1475
თაობის	1474
საბერძნეთი	1474
ამჯერად	1474
ჰაერის	1474
ჯგუფების	1473
ფაკულტეტის	1472
ხმელთაშუა	1472
სახელზე	1471
საბჭომ	1471
ერის	1470
საქმეში	1470
მცხეთა	1470
ადგილის	1469
ბაღი	1469
კავკასიური	1469
ქუჩის	1468
ნამუშევარი	1468
გადადის	1467
ადამ	1466
აუცილებელი	1466
მეცნიერები	1465
მწერლის	1465
ქალაქია	1465
ოლქები	1464
ასოციაცია	1464
განიცადა	1463
ენას	1462
ბოლივიის	1462
ამგვარი	1462
სიტი	1459
მართალია	1459
მასალის	1458
მისაღებად	1458
დასარტყმელი	1458
შექმნას	1458
ლატვიის	1458
გამართული	1458
ქუთაისი	1457
შვილის	1456
ნოდარ	1455
კაპიტანი	1455
მოსახლეობას	1454
სთან	1454
საშუალოდ	1453
იური	1453
საკვები	1452
მათთვის	1451
კინოს	1450
დარბაზულია	1449
თანამშრომლობის	1449
ინგლისურენოვანი	1449
რამ	1448
გეოგრაფიის	1448
მიიჩნევა	1448
დანიშნულების	1447
გულის	1444
იერუსალიმის	1444
ნაკრძალი	1443
თითქოს	1443
ყაზახეთის	1443
დენის	1440
პრეზიდენტ	1440
გულისხმობს	1439
დამოკიდებული	1438
დარბაზში	1438
ალყა	1438
სიგრძის	1437
ვარიანტი	1437
ცხოველთა	1437
ეწეოდა	1437
ჯარის	1436
ჯანდაცვის	1436
ხნით	1436
ძმები	1435
შექმნილია	1435
ხაზის	1434
წერტილი	1434
სწორი	1433
ფორმით	1433
უკანა	1433
კლუბები	1432
სექსუალური	1432
რუკაზე	1431
ავტორები	1431
მოგზაურობა	1429
ზონაში	1427
გადაიღო	1427
ტურისტული	1426
განთავსებულია	1425
პედაგოგიური	1422
მოგება	1422
დაფარულია	1421
ინტერნეტ	1421
ატომური	1421
სიტყვის	1420
ფესტივალი	1420
მაზრა	1420
დამოუკიდებელ	1419
კოშკის	1418
მაიკ	1418
კოლუმბიაში	1418
ინიციატივით	1417
ერიკ	1417
ფონზე	1416
სპორტსმენი	1416
საკალათბურთო	1414
ამჟამინდელი	1414
ხალხთა	1413
პოლიციის	1413
აღწერს	1412
რევოლუცია	1412
მასწავლებელი	1412
პერსონალი	1411
გაჭრილი	1410
მთელს	1410
კათოლიკოს	1409
ვახუშტი	1409
ევროვიზიის	1407
მდგომარეობით	1407
სამრეკლო	1406
პროექტ	1406
შერეული	1406
სცადა	1405
შვილიშვილი	1404
სერტიფიცირებები	1404
დღესაც	1402
რუსები	1402
გაიქცა	1402
მუქი	1401
თვისებები	1401
მოცემული	1401
დასახელება	1401
ქმარი	1400
ჯავახიშვილი	1399
მთიანეთის	1399
ხშირი	1396
თურქი	1396
სოლომონ	1396
მწვერვალი	1396
მოწყობილი	1395
ერთობლივი	1394
ელემენტები	1394
შემცირდა	1394
დამხმარე	1393
ინდოეთი	1393
უწოდებდნენ	1392
უნიკალური	1390
დაკრძალეს	1388
ხასიათდება	1388
დედოფლის	1387
დადებითი	1387
ყურის	1386
სინათლის	1386
მუდმივად	1386
დღეში	1385
მშობლიურ	1385
მომავალში	1384
კონკრეტული	1384
სახელები	1384
შვედეთი	1383
ლიგაში	1383
სასწავლებელი	1383
მონაწილეობის	1382
ფაქტი	1382
ირანში	1381
აკადემიაში	1381
მიიჩნევს	1381
სააგენტო	1380
წარმოიქმნა	1380
ღამე	1377
აერთიანებს	1376
მოუტანა	1376
თანამშრომელი	1376
მოცემულია	1374
მზადდება	1373
გავრცელება	1373
ციხესიმაგრეები	1371
სამთავრობო	1371
ნამდვილად	1371
მეთოდი	1371
ვრცელდება	1370
ლექსები	1370
მასობრივი	1370
სიით	1368
იმით	1368
აღმოჩენილია	1367
იუგოსლავიის	1367
მუსიკაში	1366
შვეიცარიაში	1365
ქუჩაზე	1365
რომი	1364
უილიამსი	1363
ინდონეზიის	1363
ბულგარეთი	1361
ხელნაწერი	1361
რეგიონალური	1360
აღიარა	1360
აიღეს	1359
იმაზე	1359
შაჰ	1358
კონტრაქტი	1358
არგენტინა	1357
რეჟისორები	1357
ისტორიას	1356
აზია	1356
ქანდაკება	1355
ფილოსოფია	1355
ტურნეს	1354
ევროპულ	1354
ვოლოგდის	1354
დამწერლობის	1354
სტატუსის	1353
გეგმის	1352
არასოდეს	1352
დონ	1351
სამშობლოში	1351
მთვარის	1350
დაერქვა	1350
გადადგა	1350
დამაარსებელი	1349
იმართება	1349
საფოსტო	1348
რაიონებში	1348
ერთმა	1348
ლოგო	1348
ბავარიის	1348
მოპოვება	1348
შემოქმედება	1347
ქარხანა	1346
დამწერლობა	1346
კვების	1345
გაგზავნა	1344
ბრაიან	1343
წესით	1343
ჟურნალისტი	1343
სამების	1341
დასრულებული	1340
უჭირავს	1340
ჰერცოგინია	1339
შესთავაზა	1339
მანუელ	1339
მსუბუქი	1338
სიერა	1338
კასპის	1337
დაიკავეს	1337
გამოსახულება	1337
ისტორიკოსები	1336
სურვილი	1336
მადრიდი	1335
იცავდა	1335
ფუნქცია	1335
ბანკი	1335
წყალში	1334
მოღვაწეობდა	1334
დამზადებული	1333
თავისუფალ	1333
ეგვიპტეში	1332
სამივე	1332
მუშაობას	1332
კარიბის	1331
განვითარებაში	1331
რომლებშიც	1331
სიდიდით	1329
ჟურნალები	1328
აბაშიძე	1327
ალექსანდრეს	1327
ერევნის	1327
ასწავლიდა	1327
ყურე	1326
ძეგლთა	1326
ადამიანებს	1325
ეთერში	1325
კანტონი	1325
ევროკავშირის	1324
გაზაფხულზე	1323
ივან	1323
ავტორის	1323
ბარსელონა	1322
ევროპელი	1321
არასდროს	1321
გამოქვეყნებული	1319
კანადაში	1319
ანას	1319
ვასილ	1318
ფიზიკა	1318
საუბარი	1317
სიტყვები	1316
კონსტანტინოპოლის	1315
ბობ	1315
ევრო	1314
ველი	1314
დაყრდნობით	1314
ნიმუშები	1313
საბერძნეთში	1313
ამგვარად	1313
ხაროვსკის	1312
ნალექების	1312
ჩართული	1311
არჩილ	1310
კატალოგი	1310
დანარჩენ	1309
შეძლეს	1308
გადიოდა	1308
ალბერტ	1307
გავლით	1307
მოკლა	1306
კვიპროსის	1306
ოპერა	1306
მეფეთა	1306
გრემის	1306
აღსანიშნავად	1305
საბა	1304
ნომინირებული	1302
ახდენს	1301
ვარსკვლავის	1301
ხალხები	1300
ტურიზმის	1300
პრუსიის	1299
ქართლში	1298
კლუბების	1297
შრი	1296
ღვინის	1296
პირადად	1295
კოლეჯში	1295
მიშელ	1294
კომპოზიცია	1294
მიმართული	1294
გაიყიდა	1294
საზღვარზე	1293
ფანტასტიკური	1293
აჰმედ	1292
თიანეთის	1292
უნგრეთი	1292
დეივისი	1292
ალპები	1292
კათოლიკე	1292
ნანგრევები	1292
შეზღუდული	1292
ბუენოს	1291
სამაროვანი	1291
უყვარს	1291
ფილოსოფოსი	1291
ჭიდაობა	1290
სცენაზე	1290
ველის	1290
ფრენკ	1290
მონაწილეობს	1289
ტექსტის	1289
სამცხე	1289
ლიბანის	1289
შუაში	1289
კვლევა	1288
ნამოსახლარი	1288
ერთდროულად	1287
ებრაელი	1287
გთხოვთ	1287
სერიის	1287
ათასწლეულის	1286
მაქვს	1286
აღმოჩენის	1286
სერიოზული	1286
გურჯაანის	1285
სცენარისტი	1285
მოულოდნელად	1285
ფილმისთვის	1284
აგურით	1284
ორიგინალი	1284
მთებში	1283
მოქმედებდა	1283
გადაწყვეტილებით	1283
ჯეკ	1283
სიგრძეა	1283
მთების	1282
სიცოცხლე	1281
დივიზიონის	1281
დაემატა	1281
ძალაუფლების	1280
წარმოშობა	1279
დეპუტატი	1278
თავმჯდომარის	1278
კედელზე	1277
დაკარგული	1277
აღდგენის	1277
გამოსვლა	1276
კომპოზიტორები	1276
გაანადგურა	1276
აბსოლუტური	1274
ბელგია	1274
სტ	1274
განვითარებულია	1273
ახლად	1273
რეჟიმის	1273
ზაქარია	1272
დიზაინი	1272
თაობაზე	1271
ნიდერლანდები	1271
ტროპიკული	1270
სივრცე	1270
სახეობას	1270
დოქტორის	1269
პირველობა	1269
აღიარებული	1268
პირები	1268
უზრუნველყოფა	1268
ალფონსო	1267
ხელნაწერთა	1267
პოლიტექნიკური	1266
სიმბოლოები	1265
პოლონეთში	1265
მღვიმე	1265
ატლანტის	1265
წარმოქმნის	1265
მათემატიკის	1263
კანის	1263
საათზე	1263
სამთავროს	1262
ლიტვის	1262
აღდგენა	1261
ბაიას	1261
როგორიც	1261
გარდაცვალებამდე	1261
ბოსნია	1260
სუპერთასი	1260
ნომინაცია	1260
გადახურულია	1259
სანავიგაციო	1258
ეფუძნება	1258
შოუ	1257
პრაქტიკულად	1255
რჩებოდა	1254
შრომები	1253
შენიშვნა	1253
შვეიცარია	1252
ამასთანავე	1252
ცხოველების	1252
შეწყვიტა	1252
საქონლის	1250
ბულგარეთში	1250
მომხრე	1249
შეთანხმების	1249
მილანის	1248
ღამით	1247
იუნაიტედი	1247
სისტემები	1247
აქცია	1247
საქართველოსა	1245
საუკუნეებს	1245
ჯარები	1245
ფილოსოფიური	1244
მეცნიერ	1244
შეისწავლა	1244
უზრუნველყოფს	1244
ორგანული	1244
ნიშნები	1244
მიდის	1243
არმიამ	1243
მარგარიტა	1243
კვლევების	1243
ქუთაისში	1242
ათწლეულის	1242
დედაქალაქია	1242
როლებში	1241
ფასადზე	1240
ჯიშები	1240
მიწაზე	1240
პუნქტი	1240
ძალებმა	1239
თამაზ	1239
იქონია	1239
წყლით	1238
უმნიშვნელოვანესი	1238
გვარები	1238
ფასადის	1238
თარგმანი	1237
მოქალაქე	1237
ერაყის	1237
ასახავს	1237
წიგნების	1236
სასტუმრო	1236
პარლამენტი	1236
ბიოგრაფიული	1236
კონფერენციის	1236
სანაკრებო	1235
მოღვაწეობის	1234
ახმეტის	1233
ბილი	1233
უფლებათა	1232
გვიანდელ	1232
ფრედერიკ	1232
აირჩია	1232
ობიექტები	1231
დედაქალაქის	1231
შემთხვევა	1230
რესურსების	1230
პლეი	1229
მიანიჭა	1228
მრეწველობის	1228
ზუგდიდის	1228
არაგონის	1227
პიროვნების	1227
კედლებში	1227
დაიმსახურა	1227
ჩაის	1226
ჯიმი	1226
საკულტო	1226
რედ	1225
ხელოვნური	1225
მისივე	1225
ენათა	1224
იაპონელი	1224
ენაში	1224
დემოკრატიულ	1223
კალიფორნიის	1222
პროფესიული	1222
მოიხსენიება	1221
უელსის	1221
დადიანი	1221
განვითარდა	1221
ხატის	1220
მოსაზრება	1220
მეცნიერული	1220
აქტიურ	1220
სამართლებრივი	1220
მომსახურების	1219
ჩანაწერები	1219
გეოლოგიური	1219
დიდუბის	1219
მკაცრი	1217
რუმინეთი	1217
ნახევარ	1217
დაუჭირა	1217
თემაზე	1217
ვაჟა	1217
მარტის	1216
სისტემას	1216
სათავეს	1216
ოსტატი	1215
კრისტინა	1215
კოსტა	1215
ჩაირიცხა	1214
იღებენ	1214
შეუძლებელია	1213
გადაცემა	1213
იცვლება	1212
რაგბის	1211
ესკიზი	1211
აღემატება	1209
ველზე	1209
უფროს	1209
წმინდანი	1208
პოლონელი	1208
მყარი	1208
სნუკერში	1208
საღამოს	1208
ჩემს	1207
ნაშთები	1207
მცდელობა	1207
შემოქმედებითი	1207
სათაური	1206
ქალების	1206
მუსტაფა	1205
ბილ	1205
დასასრული	1204
ელემენტი	1202
მიდამოებში	1202
განადგურდა	1202
გაბრიელ	1201
ფრანგულად	1200
დაზიანებულია	1200
პიროვნება	1200
ჯიში	1200
გამგე	1199
პრინც	1199
შესავალი	1199
გლობალური	1199
პაპის	1198
ელენე	1198
ჰოლანდიის	1197
გაიარა	1197
ხუთ	1197
აფრიკა	1197
პროფესიონალური	1197
საიმპერატორო	1196
საკმარისი	1196
მილანი	1196
ხანა	1195
უცხოური	1194
მილიარდი	1194
პროგრამული	1193
ფიზიკოსი	1193
რეალ	1192
იმედი	1192
რეალური	1191
განსაზღვრული	1191
პრიზი	1191
საწინააღმდეგო	1191
მეტრია	1191
სამამულო	1190
ოზურგეთის	1190
წვრილი	1189
რეი	1189
ღმერთის	1189
გვერდების	1189
გვიანი	1188
გვაქვს	1188
მამაკაცები	1188
მშვიდობიანი	1188
შვედი	1187
ზედაპირის	1186
გრძელდებოდა	1186
გამოყოფილი	1185
დრამა	1185
ტყე	1185
საავტორო	1184
სიტუაცია	1184
დასასრულს	1184
წყობა	1183
მეტრს	1183
დროთა	1183
მასიური	1182
ნიკოლოზის	1182
მცენარეები	1182
ლიტერატურულ	1182
წილი	1181
სრულდება	1181
წარსულში	1181
პორტუგალია	1181
ქართლ	1180
მკვლევარი	1180
იზრდებოდა	1180
შეწყდა	1180
ერთმანეთის	1179
მერვე	1179
მთავრობას	1178
ბრტყელი	1178
ინდოელი	1178
ჰქვია	1178
შენი	1177
ფიზიკურ	1177
კვირა	1177
ფლობდა	1177
სამმართველოს	1176
ფულის	1176
მოვლენა	1176
მეტროპოლიტენი	1175
კონკურსი	1174
ნანა	1174
ზედიზედ	1173
უდაბნოს	1173
რეზიდენცია	1173
ზედაპირზე	1173
ბაზაზე	1172
ევგენი	1172
ვაჟის	1172
მონაწილეობდნენ	1171
გააკეთა	1170
ეწოდებოდა	1170
მოვლენების	1170
დიდად	1169
ქართულად	1169
მადლობა	1168
ბუნებრივ	1168
ტიტულები	1168
ძვირფასი	1167
მათთან	1167
წესები	1167
ფილოსოფოსები	1166
დაფა	1166
შემსრულებლის	1166
მიღებულ	1165
ახალგაზრდული	1165
გააგრძელა	1165
აფრიკული	1165
ხელოვნებაში	1164
მკვლელობის	1164
აფხაზეთში	1164
მწარმოებელი	1164
ადგილმდებარეობა	1163
დაამტკიცა	1163
ხაზზე	1163
უმეტესი	1163
მიმართა	1162
